
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
n+zn65-->he4+ni62 reacIndex=1530 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 700:
cu57-->ni57+e++nu reacIndex=1531 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 701:
n+cu57-->cu58 reacIndex=1532 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu58-->n+cu57 reacIndex=1533 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 702:
he4+cu57-->p+zn60 reacIndex=1534 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn60-->he4+cu57 reacIndex=1535 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 703:
cu58-->ni58+e++nu reacIndex=1536 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 704:
n+cu58-->cu59 reacIndex=1537 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu59-->n+cu58 reacIndex=1538 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 705:
p+cu58-->zn59 reacIndex=1539 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn59-->p+cu58 reacIndex=1540 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 706:
he4+cu58-->p+zn61 reacIndex=1541 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn61-->he4+cu58 reacIndex=1542 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 707:
cu59-->ni59+e++nu reacIndex=1543 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 708:
n+cu59-->cu60 reacIndex=1544 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu60-->n+cu59 reacIndex=1545 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 709:
p+cu59-->zn60 reacIndex=1546 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn60-->p+cu59 reacIndex=1547 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 710:
p+cu59-->n+zn59 reacIndex=1548 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn59-->p+cu59 reacIndex=1549 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 711:
he4+cu59-->p+zn62 reacIndex=1550 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn62-->he4+cu59 reacIndex=1551 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 712:
cu60-->ni60+e++nu reacIndex=1552 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 713:
n+cu60-->cu61 reacIndex=1553 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu61-->n+cu60 reacIndex=1554 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 714:
p+cu60-->zn61 reacIndex=1555 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn61-->p+cu60 reacIndex=1556 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 715:
p+cu60-->n+zn60 reacIndex=1557 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn60-->p+cu60 reacIndex=1558 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 716:
he4+cu60-->p+zn63 reacIndex=1559 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn63-->he4+cu60 reacIndex=1560 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 717:
cu61-->ni61+e++nu reacIndex=1561 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 718:
n+cu61-->cu62 reacIndex=1562 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu62-->n+cu61 reacIndex=1563 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 719:
p+cu61-->zn62 reacIndex=1564 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn62-->p+cu61 reacIndex=1565 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 720:
p+cu61-->n+zn61 reacIndex=1566 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn61-->p+cu61 reacIndex=1567 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 721:
he4+cu61-->p+zn64 reacIndex=1568 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn64-->he4+cu61 reacIndex=1569 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 722:
cu62-->ni62+e++nu reacIndex=1570 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 723:
n+cu62-->cu63 reacIndex=1571 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu63-->n+cu62 reacIndex=1572 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 724:
p+cu62-->zn63 reacIndex=1573 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn63-->p+cu62 reacIndex=1574 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 725:
p+cu62-->n+zn62 reacIndex=1575 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn62-->p+cu62 reacIndex=1576 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 726:
he4+cu62-->p+zn65 reacIndex=1577 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn65-->he4+cu62 reacIndex=1578 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 727:
p+cu63-->zn64 reacIndex=1579 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn64-->p+cu63 reacIndex=1580 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 728:
p+cu63-->n+zn63 reacIndex=1581 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn63-->p+cu63 reacIndex=1582 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 729:
he4+cu63-->p+zn66 reacIndex=1583 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+zn66-->he4+cu63 reacIndex=1584 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 730:
zn59-->cu59+e++nu reacIndex=1585 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 731:
n+zn59-->zn60 reacIndex=1586 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn60-->n+zn59 reacIndex=1587 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 732:
zn60-->cu60+e++nu reacIndex=1588 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 733:
n+zn60-->zn61 reacIndex=1589 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn61-->n+zn60 reacIndex=1590 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 734:
zn61-->cu61+e++nu reacIndex=1591 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 735:
n+zn61-->zn62 reacIndex=1592 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn62-->n+zn61 reacIndex=1593 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 736:
zn62+e-->cu62+nu reacIndex=1594 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 737:
n+zn62-->zn63 reacIndex=1595 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn63-->n+zn62 reacIndex=1596 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 738:
zn63-->cu63+e++nu reacIndex=1597 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 739:
n+zn63-->zn64 reacIndex=1598 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn64-->n+zn63 reacIndex=1599 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 740:
n+zn64-->zn65 reacIndex=1600 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn65-->n+zn64 reacIndex=1601 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 741:
n+zn65-->zn66 reacIndex=1602 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn66-->n+zn65 reacIndex=1603 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c


PARTIAL EQUILIBRIUM REACTION GROUPS (t=1.0170e+07, fracRGequil= 0.16)

REACTION GROUP 0: isEquil=FALSE netflux=-5.746e-35 thisDevious/maxDevious=99765792379367250198528.000
    n-->p+e+nubar flux=-5.746e-35 flux_true=-5.746e-35
    Sum flux_true=-5.746e-35
Isotope Equil Ratios:  1n(6.667e+25)   1H(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00)   1H(-1.486e-19) 

REACTION GROUP 1: isEquil=FALSE netflux=3.310e-44 thisDevious/maxDevious=  inf
    n+p-->d flux=3.310e-44 flux_true=3.310e-44
    d-->n+p flux=-0.000e+00 flux_true=-0.000e+00
    p+d-->n+p+p flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=3.310e-44
Isotope Equil Ratios:  1n(6.534e+01)   1H(6.667e+25)   2H(6.667e+25) 
Isotope Mass Fractions:  1n(1.486e-19)   1H(0.000e+00)   2H(-7.428e-20) 

REACTION GROUP 2: isEquil=FALSE netflux=5.697e-55 thisDevious/maxDevious=32484522255993.031
    p+p+e-->d+nu flux=1.724e-59 flux_true=1.724e-59
    p+p-->d+e++nu flux=5.697e-55 flux_true=5.697e-55
    Sum flux_true=5.697e-55
Isotope Equil Ratios:  1H(6.667e+25)   1H(6.667e+25)   2H(6.667e+25) 
Isotope Mass Fractions:  1H(-0.000e+00)   1H(0.000e+00)   2H(-7.428e-20) 

REACTION GROUP 3: isEquil=FALSE netflux=5.480e-45 thisDevious/maxDevious=360865541849022208.000
    p+d-->he3 flux=5.480e-45 flux_true=5.480e-45
    he3-->p+d flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=5.480e-45
Isotope Equil Ratios:  1H(6.667e+25)   2H(6.667e+25)  3He(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)   2H(7.428e-20)  3He(-4.952e-20) 

REACTION GROUP 4: isEquil=FALSE netflux=1.561e-55 thisDevious/maxDevious=0.000
    d+d-->he4 flux=1.561e-55 flux_true=1.561e-55
    he4-->d+d flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.561e-55
Isotope Equil Ratios:  2H(6.667e+25)   2H(6.667e+25)  4He(6.667e+25) 
Isotope Mass Fractions:  2H(-0.000e+00)   2H(0.000e+00)  4He(-2.308e-22) 

REACTION GROUP 5: isEquil=FALSE netflux=1.336e-48 thisDevious/maxDevious=2783731108218737423622671958016.000
    d+d-->n+he3 flux=1.336e-48 flux_true=1.336e-48
    n+he3-->d+d flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.336e-48
Isotope Equil Ratios:  2H(6.667e+25)   2H(6.667e+25)   1n(6.667e+25)  3He(6.667e+25) 
Isotope Mass Fractions:  2H(0.000e+00)   2H(0.000e+00)   1n(-3.397e-27)  3He(-1.132e-27) 

REACTION GROUP 6: isEquil=TRUE  netflux=-9.036e-68 thisDevious/maxDevious=0.000
    n+he3-->he4 flux=-9.036e-68 flux_true=-9.036e-68
    he4-->n+he3 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-9.036e-68
Isotope Equil Ratios:  1n(2.982e-131)  3He(2.103e-133)  4He(1.971e-76) 
Isotope Mass Fractions:  1n(0.000e+00)  3He(1.700e-32)  4He(-2.308e-22) 

REACTION GROUP 7: isEquil=FALSE netflux=-5.148e-76 thisDevious/maxDevious=0.000
    p+he3-->he4+e++nu flux=-5.148e-76 flux_true=-5.148e-76
    Sum flux_true=-5.148e-76
Isotope Equil Ratios:  1H(6.667e+25)  3He(6.667e+01)  4He(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  3He(4.952e-20)  4He(-3.737e-20) 

REACTION GROUP 8: isEquil=FALSE netflux=-2.398e-62 thisDevious/maxDevious=0.866
    d+he3-->p+he4 flux=-2.398e-62 flux_true=-2.398e-62
    d+he3-->p+he4 flux=-5.513e-84 flux_true=-5.513e-84
    p+he4-->d+he3 flux=0.000e+00 flux_true=0.000e+00
    p+he4-->d+he3 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-2.398e-62
Isotope Equil Ratios:  2H(6.667e+25)  3He(2.265e-01)   1H(6.667e+25)  4He(6.667e+25) 
Isotope Mass Fractions:  2H(0.000e+00)  3He(1.132e-27)   1H(-1.486e-19)  4He(-2.308e-22) 

REACTION GROUP 9: isEquil=FALSE netflux=3.933e-82 thisDevious/maxDevious=11998078.127
    he3+he3-->p+p+he4 flux=3.933e-82 flux_true=3.933e-82
    p+p+he4-->he3+he3 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=3.933e-82
Isotope Equil Ratios: 3He(6.667e+25)  3He(6.667e+25)   1H(6.667e+25)   1H(6.667e+25)  4He(6.667e+25) 
Isotope Mass Fractions: 3He(0.000e+00)  3He(0.000e+00)   1H(-1.486e-19)   1H(-1.486e-19)  4He(-2.308e-22) 

REACTION GROUP 10: isEquil=FALSE netflux=8.618e-55 thisDevious/maxDevious=6965927434466163087638528.000
    d+he4-->li6 flux=8.618e-55 flux_true=8.618e-55
    d+he4-->li6 flux=7.880e-185 flux_true=7.880e-185
    li6-->d+he4 flux=-0.000e+00 flux_true=-0.000e+00
    li6-->d+he4 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=8.618e-55
Isotope Equil Ratios:  2H(6.667e+25)  4He(6.667e+25)  6Li(6.667e+25) 
Isotope Mass Fractions:  2H(4.616e-22)  4He(0.000e+00)  6Li(-1.539e-22) 

REACTION GROUP 11: isEquil=FALSE netflux=-2.362e-69 thisDevious/maxDevious=2989652743556054.000
    he3+he4-->be7 flux=-2.362e-69 flux_true=-2.362e-69
    be7-->he3+he4 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-2.362e-69
Isotope Equil Ratios: 3He(6.667e+01)  4He(6.667e+25)  7Be(6.667e+25) 
Isotope Mass Fractions: 3He(3.078e-22)  4He(0.000e+00)  7Be(-1.319e-22) 

REACTION GROUP 12: isEquil=FALSE netflux=-5.540e-66 thisDevious/maxDevious=  nan
    he3+he4-->p+li6 flux=-0.000e+00 flux_true=-0.000e+00
    he3+he4-->p+li6 flux=-0.000e+00 flux_true=-0.000e+00
    p+li6-->he3+he4 flux=5.540e-66 flux_true=5.540e-66
    p+li6-->he3+he4 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-5.540e-66
Isotope Equil Ratios: 3He(6.667e+25)  4He(6.667e+25)   1H(6.667e+25)  6Li(6.667e+25) 
Isotope Mass Fractions: 3He(-4.952e-20)  4He(-3.737e-20)   1H(-2.407e-35)  6Li(2.476e-20) 

REACTION GROUP 13: isEquil=FALSE netflux=-1.073e-73 thisDevious/maxDevious=  nan
    he4+he4-->n+be7 flux=0.000e+00 flux_true=0.000e+00
    n+be7-->he4+he4 flux=1.073e-73 flux_true=1.073e-73
    Sum flux_true=-1.073e-73
Isotope Equil Ratios: 4He(6.667e+25)  4He(6.667e+25)   1n(6.667e+25)  7Be(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22)  4He(-2.308e-22)   1n(-2.549e-32)  7Be(3.642e-33) 

REACTION GROUP 14: isEquil=FALSE netflux=1.308e-72 thisDevious/maxDevious=  nan
    he4+he4-->p+li7 flux=0.000e+00 flux_true=0.000e+00
    he4+he4-->p+li7 flux=0.000e+00 flux_true=0.000e+00
    p+li7-->he4+he4 flux=-1.308e-72 flux_true=-1.308e-72
    p+li7-->he4+he4 flux=-3.804e-143 flux_true=-3.804e-143
    Sum flux_true=1.308e-72
Isotope Equil Ratios: 4He(6.667e+25)  4He(6.667e+25)   1H(6.667e+25)  7Li(6.667e+01) 
Isotope Mass Fractions: 4He(-3.737e-20)  4He(-3.737e-20)   1H(2.407e-35)  7Li(2.122e-20) 

REACTION GROUP 15: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  nan
    n+p+he4-->li6 flux=-0.000e+00 flux_true=-0.000e+00
    li6-->n+p+he4 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios:  1n(6.667e+25)   1H(6.667e+25)  4He(6.667e+25)  6Li(6.667e+25) 
Isotope Mass Fractions:  1n( -nan)   1H( -nan)  4He( -nan)  6Li( -nan) 

REACTION GROUP 16: isEquil=FALSE netflux=-6.342e-91 thisDevious/maxDevious=0.000
    n+he4+he4-->be9 flux=-6.342e-91 flux_true=-6.342e-91
    be9-->n+he4+he4 flux=-0.000e+00 flux_true=-0.000e+00
    p+be9-->n+p+he4+he4 flux=0.000e+00 flux_true=0.000e+00
    p+be9-->n+p+he4+he4 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-6.342e-91
Isotope Equil Ratios:  1n(6.667e+25)  4He(6.667e+25)  4He(6.667e+25)  9Be(6.667e+25) 
Isotope Mass Fractions:  1n(-8.518e-12)  4He(0.000e+00)  4He(0.000e+00)  9Be(0.000e+00) 

REACTION GROUP 17: isEquil=FALSE netflux=-2.765e-80 thisDevious/maxDevious=122246560872438432607508063453530204657020746001924472278323692721885101516142936064.000
    n+he4+he4-->d+li7 flux=-0.000e+00 flux_true=-0.000e+00
    d+li7-->n+he4+he4 flux=-2.765e-80 flux_true=-2.765e-80
    Sum flux_true=-2.765e-80
Isotope Equil Ratios:  1n(1.474e+02)  4He(6.667e+25)  4He(6.667e+25)   2H(6.667e+25)  7Li(6.667e+25) 
Isotope Mass Fractions:  1n(9.233e-22)  4He(0.000e+00)  4He(-4.616e-22)   2H(-4.616e-22)  7Li(-1.319e-22) 

REACTION GROUP 18: isEquil=FALSE netflux=1.597e-80 thisDevious/maxDevious=20251203194569517883834544507934526445654130654005512002102299636164945260453036032.000
    p+he4+he4-->d+be7 flux=-0.000e+00 flux_true=-0.000e+00
    d+be7-->p+he4+he4 flux=1.597e-80 flux_true=1.597e-80
    Sum flux_true=1.597e-80
Isotope Equil Ratios:  1H(6.667e+25)  4He(6.667e+25)  4He(6.667e+25)   2H(6.667e+25)  7Be(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  4He(3.691e-20)  4He(-3.737e-20)   2H(-7.428e-20)  7Be(-2.122e-20) 

REACTION GROUP 19: isEquil=FALSE netflux=-4.268e-53 thisDevious/maxDevious=5007756266790748759088826115652223542736298638724039504524476416.000
    p+he4+he4-->n+b8 flux=-0.000e+00 flux_true=-0.000e+00
    n+b8-->p+he4+he4 flux=-4.268e-53 flux_true=-4.268e-53
    Sum flux_true=-4.268e-53
Isotope Equil Ratios:  1H(6.667e+25)  4He(6.667e+25)  4He(6.667e+25)   1n(6.667e+25)   8B(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  4He(3.691e-20)  4He(-3.737e-20)   1n(-1.486e-19)   8B(-1.857e-20) 

REACTION GROUP 20: isEquil=FALSE netflux=3.805e-96 thisDevious/maxDevious=539571252200854872640526581115657512819291174141452831168679303695087448775158213089010122752.000
    d+he4+he4-->p+be9 flux=-4.076e-207 flux_true=-4.076e-207
    d+he4+he4-->p+be9 flux=-1.280e-246 flux_true=-1.280e-246
    p+be9-->d+he4+he4 flux=3.805e-96 flux_true=3.805e-96
    p+be9-->d+he4+he4 flux=1.195e-135 flux_true=1.195e-135
    Sum flux_true=3.805e-96
Isotope Equil Ratios:  2H(6.667e+25)  4He(6.667e+25)  4He(6.667e+25)   1H(6.667e+25)  9Be(6.667e+25) 
Isotope Mass Fractions:  2H(4.616e-22)  4He(0.000e+00)  4He(-4.616e-22)   1H(-1.495e-19)  9Be(-1.026e-22) 

REACTION GROUP 21: isEquil=FALSE netflux=-1.177e-107 thisDevious/maxDevious=627723190731607049157129626566879278331451337700566999207434053875940465057257966891384472521271428848061251584.000
    he4+he4+he4-->p+b11 flux=-0.000e+00 flux_true=-0.000e+00
    he4+he4+he4-->p+b11 flux=-0.000e+00 flux_true=-0.000e+00
    he4+he4+he4-->p+b11 flux=-0.000e+00 flux_true=-0.000e+00
    p+b11-->he4+he4+he4 flux=-1.177e-107 flux_true=-1.177e-107
    p+b11-->he4+he4+he4 flux=-3.651e-124 flux_true=-3.651e-124
    p+b11-->he4+he4+he4 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-1.177e-107
Isotope Equil Ratios: 4He(6.667e+25)  4He(6.667e+25)  4He(6.667e+25)   1H(6.667e+25)  11B(6.667e+25) 
Isotope Mass Fractions: 4He(0.000e+00)  4He(0.000e+00)  4He(-4.616e-22)   1H(-1.495e-19)  11B(-8.393e-23) 

REACTION GROUP 22: isEquil=FALSE netflux=-4.411e-112 thisDevious/maxDevious=0.000
    he4+he4+he4-->c12 flux=-1.264e-139 flux_true=-1.264e-139
    he4+he4+he4-->c12 flux=-4.411e-112 flux_true=-4.411e-112
    c12-->he4+he4+he4 flux=0.000e+00 flux_true=0.000e+00
    c12-->he4+he4+he4 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-4.411e-112
Isotope Equil Ratios: 4He(6.667e+25)  4He(6.667e+25)  4He(6.667e+25)  12C(0.000e+00) 
Isotope Mass Fractions: 4He(0.000e+00)  4He(0.000e+00)  4He(0.000e+00)  12C(3.472e-03) 

REACTION GROUP 23: isEquil=FALSE netflux=6.890e-74 thisDevious/maxDevious=934916950.665
    n+li6-->li7 flux=6.890e-74 flux_true=6.890e-74
    li7-->n+li6 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=6.890e-74
Isotope Equil Ratios:  1n(6.667e+25)  6Li(6.667e+25)  7Li(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00)  6Li(8.498e-33)  7Li(-7.284e-33) 

REACTION GROUP 24: isEquil=FALSE netflux=1.016e-70 thisDevious/maxDevious=154877102.495
    p+li6-->be7 flux=1.016e-70 flux_true=1.016e-70
    be7-->p+li6 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.016e-70
Isotope Equil Ratios:  1H(6.667e+25)  6Li(6.667e+25)  7Be(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  6Li(2.476e-20)  7Be(-2.122e-20) 

REACTION GROUP 25: isEquil=FALSE netflux=1.697e-87 thisDevious/maxDevious=23416938773598619570499095329777909760.000
    he4+li6-->b10 flux=1.697e-87 flux_true=1.697e-87
    he4+li6-->b10 flux=2.414e-121 flux_true=2.414e-121
    b10-->he4+li6 flux=-0.000e+00 flux_true=-0.000e+00
    b10-->he4+li6 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.697e-87
Isotope Equil Ratios: 4He(6.667e+25)  6Li(6.667e+25)  10B(6.667e+25) 
Isotope Mass Fractions: 4He(0.000e+00)  6Li(1.539e-22)  10B(-9.233e-23) 

REACTION GROUP 26: isEquil=FALSE netflux=8.899e-75 thisDevious/maxDevious=1194728113851831156736.000
    d+li6-->n+be7 flux=8.899e-75 flux_true=8.899e-75
    n+be7-->d+li6 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=8.899e-75
Isotope Equil Ratios:  2H(6.667e+25)  6Li(6.667e+25)   1n(6.667e+25)  7Be(6.667e+25) 
Isotope Mass Fractions:  2H(0.000e+00)  6Li(5.662e-28)   1n(-3.397e-27)  7Be(-4.853e-28) 

REACTION GROUP 27: isEquil=FALSE netflux=8.899e-75 thisDevious/maxDevious=7211986452990903975936.000
    d+li6-->p+li7 flux=8.899e-75 flux_true=8.899e-75
    p+li7-->d+li6 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=8.899e-75
Isotope Equil Ratios:  2H(6.667e+25)  6Li(6.667e+25)   1H(6.667e+25)  7Li(6.667e+25) 
Isotope Mass Fractions:  2H(0.000e+00)  6Li(5.662e-28)   1H(-1.486e-19)  7Li(-4.853e-28) 

REACTION GROUP 28: isEquil=FALSE netflux=-3.805e-96 thisDevious/maxDevious=  nan
    he4+li6-->p+be9 flux=0.000e+00 flux_true=0.000e+00
    he4+li6-->p+be9 flux=0.000e+00 flux_true=0.000e+00
    p+be9-->he4+li6 flux=3.805e-96 flux_true=3.805e-96
    p+be9-->he4+li6 flux=9.021e-136 flux_true=9.021e-136
    Sum flux_true=-3.805e-96
Isotope Equil Ratios: 4He(6.667e+25)  6Li(6.667e+25)   1H(6.667e+25)  9Be(6.667e+25) 
Isotope Mass Fractions: 4He(-3.737e-20)  6Li(-2.476e-20)   1H(-2.407e-35)  9Be(1.651e-20) 

REACTION GROUP 29: isEquil=FALSE netflux=-5.936e-92 thisDevious/maxDevious=3328278499516162354259913182913574731776.000
    he4+li7-->b11 flux=-5.936e-92 flux_true=-5.936e-92
    he4+li7-->b11 flux=-8.564e-119 flux_true=-8.564e-119
    b11-->he4+li7 flux=0.000e+00 flux_true=0.000e+00
    b11-->he4+li7 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-5.936e-92
Isotope Equil Ratios: 4He(6.667e+25)  7Li(6.667e+01)  11B(6.667e+25) 
Isotope Mass Fractions: 4He(0.000e+00)  7Li(1.319e-22)  11B(-8.393e-23) 

REACTION GROUP 30: isEquil=FALSE netflux=-2.013e-70 thisDevious/maxDevious=  nan
    p+li7-->n+be7 flux=-0.000e+00 flux_true=-0.000e+00
    p+li7-->n+be7 flux=-0.000e+00 flux_true=-0.000e+00
    n+be7-->p+li7 flux=2.013e-70 flux_true=2.013e-70
    n+be7-->p+li7 flux=7.516e-133 flux_true=7.516e-133
    Sum flux_true=-2.013e-70
Isotope Equil Ratios:  1H(6.667e+25)  7Li(6.667e+25)   1n(6.667e+25)  7Be(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19)  7Li(-3.642e-33)   1n(-2.549e-32)  7Be(3.642e-33) 

